title,degree_type,url_slug,url,row_number,URL,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
Creative Arts and Humanities,BA,creative-arts-and-humanities-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/creative-arts-and-humanities-ba,32,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/creative-arts-and-humanities-ba,AAA,One essay-based Humanities or Social Sciences subject.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, to include one essay based Humanities or Social Sciences subject at grade 6,with no higher level score below 5.",NA
Czech and Danish,BA,czech-and-danish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-danish-ba,33,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-danish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Czech and Dutch,BA,czech-and-dutch-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-dutch-ba,34,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-dutch-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Czech (with Slovak) and East European Studies,BA,czech-slovak-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-slovak-and-east-european-studies-ba,35,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-slovak-and-east-european-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Czech and Finnish,BA,czech-and-finnish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-finnish-ba,36,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-finnish-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Czech and French,BA,czech-and-french-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-french-ba,37,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-french-ba,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",NA
Czech and German,BA,czech-and-german-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-german-ba,38,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-german-ba,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Czech and Hebrew,BA,czech-and-hebrew-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-hebrew-ba,39,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-hebrew-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include Czech or Hebrew, with no higher level score below 5",NA
Czech and Hungarian,BA,czech-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-hungarian-ba,40,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-hungarian-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Czech and Italian,BA,czech-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-italian-ba,41,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-italian-ba,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Czech and Norwegian,BA,czech-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-norwegian-ba,42,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-norwegian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Czech and Polish,BA,czech-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-polish-ba,43,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-polish-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Czech and Portuguese,BA,czech-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-portuguese-ba,44,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-portuguese-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Czech and Romanian,BA,czech-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-romanian-ba,45,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-romanian-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Czech and Russian,BA,czech-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-russian-ba,46,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-russian-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Czech and Spanish,BA,czech-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-spanish-ba,47,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-spanish-ba,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, to include Spanish grade 6.",NA
Czech and Serbian/Croatian,BA,czech-and-serbiancroatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-serbiancroatian-ba,48,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-serbiancroatian-ba,NA,NA,NA,NA,NA,NA
Czech and Swedish,BA,czech-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-swedish-ba,49,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-swedish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Czech and Ukrainian,BA,czech-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-ukrainian-ba,50,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-ukrainian-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Czech and Yiddish,BA,czech-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-yiddish-ba,51,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/czech-and-yiddish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include Czech or Yiddish, with no higher level score below 5",NA
Danish and Dutch,BA,danish-and-dutch-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-dutch-ba,52,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-dutch-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Finnish,BA,danish-and-finnish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-finnish-ba,53,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-finnish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and French,BA,danish-and-french-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-french-ba,54,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-french-ba,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
Danish and German,BA,danish-and-german-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-german-ba,55,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-german-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.",NA
Danish and Hebrew,BA,danish-and-hebrew-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-hebrew-ba,56,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-hebrew-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Danish or Hebrew.",NA
Danish and Hungarian,BA,danish-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-hungarian-ba,57,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-hungarian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Italian,BA,danish-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-italian-ba,58,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-italian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.",NA
Danish and Polish,BA,danish-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-polish-ba,59,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-polish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Portuguese,BA,danish-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-portuguese-ba,60,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-portuguese-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Romanian,BA,danish-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-romanian-ba,61,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-romanian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Russian,BA,danish-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-russian-ba,62,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-russian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Spanish,BA,danish-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-spanish-ba,63,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-spanish-ba,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Danish and Serbian/Croatian,BA,danish-and-serbiancroatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-serbiancroatian-ba,64,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-serbiancroatian-ba,NA,NA,NA,NA,NA,NA
Danish and Ukrainian,BA,danish-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-ukrainian-ba,65,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-ukrainian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Danish and Yiddish,BA,danish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-yiddish-ba,66,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-yiddish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Danish or Yiddish",NA
Dutch and English,BA,dutch-and-english-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-english-ba,67,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-english-ba,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include English/English Literature required at grade 6.",NA
Dutch and Finnish,BA,dutch-and-finnish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-finnish-ba,68,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-finnish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and French,BA,dutch-and-french-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-french-ba,69,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-french-ba,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
Dutch and German,BA,dutch-and-german-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-german-ba,70,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-german-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.",NA
Dutch and History of Art,BA,dutch-and-history-of-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-history-of-art-ba,71,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-history-of-art-ba,NA,NA,NA,NA,NA,NA
Dutch and Hebrew,BA,dutch-and-hebrew-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hebrew-ba,72,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hebrew-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Dutch or Hebrew.",NA
Dutch and Hungarian,BA,dutch-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hungarian-ba,73,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hungarian-ba,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Italian,BA,dutch-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-italian-ba,74,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-italian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Latin,BA,dutch-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-latin-ba,75,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-latin-ba,ABB,"Latin grade A required, modern foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include Latin grade 6, with no higher level score below 5. Modern Foreign Language preferred.",NA
Dutch and Management Studies,BA,dutch-and-management-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-management-studies-ba,76,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-management-studies-ba,AAB,Modern foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.",NA
Dutch and Norwegian,BA,dutch-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-norwegian-ba,77,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-norwegian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Philosophy,BA,dutch-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-philosophy-ba,78,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-philosophy-ba,AAB,Modern foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.",NA
Dutch and Polish,BA,dutch-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-polish-ba,79,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-polish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Portuguese,BA,dutch-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-portuguese-ba,80,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-portuguese-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Romanian,BA,dutch-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-romanian-ba,81,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-romanian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Dutch and Russian,BA,dutch-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-russian-ba,82,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-russian-ba,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
